carat,cut,color,clarity,price
0.91,3,1,VS2,3.192
0.71,4,2,VS1,3.192
0.71,4,2,VS1,3.192
0.76,2,2,VS2,3.192
0.71,2,2,VS1,3.192
0.81,2,1,SI1,3.192
0.7,2,2,VVS2,3.191
0.7,2,1,VVS2,3.191
0.7,2,1,VVS2,3.191
0.71,2,2,VS2,3.191
0.71,2,2,VS2,3.191
0.92,5,1,SI1,3.19
0.71,2,1,IF,3.19
1.1,5,1,VS2,3.19
1.1,1,1,VS2,3.19
0.73,2,2,SI1,3.189
0.91,4,1,SI2,3.189
0.73,2,2,SI1,3.189
0.74,2,2,VS2,3.189
0.71,2,1,VS2,3.189
0.85,2,2,SI2,3.189
0.77,2,2,SI1,3.189
0.75,3,1,VVS1,3.188
1.3,3,1,SI2,3.188
0.9,4,1,VS1,3.188
0.9,1,2,SI2,3.187
0.9,4,2,SI2,3.187
0.96,5,1,SI1,3.187
0.7,2,1,VS1,3.185
0.79,2,2,SI1,3.185
0.72,5,1,IF,3.185
0.7,2,1,VS1,3.185
0.7,2,1,VS1,3.185
0.73,4,2,VS2,3.184
0.78,2,1,VS2,3.184
0.76,2,1,VS2,3.183
1.11,5,1,I1,3.183
0.73,2,1,VVS2,3.183
0.85,2,1,SI1,3.183
0.73,2,1,VVS2,3.183
0.7,5,2,VS1,3.183
0.73,2,2,VS2,3.182
0.73,4,2,VS2,3.182
0.91,4,1,SI2,3.181
0.95,5,1,SI2,3.181
0.92,2,1,SI1,3.181
0.63,2,2,VVS1,3.181
0.8,2,1,VVS1,3.181
0.95,5,1,SI2,3.181
0.72,2,1,VVS1,3.18
0.91,1,1,SI1,3.18
0.93,4,1,VS2,3.18
0.91,1,1,SI1,3.18
0.87,4,1,SI1,3.18
0.72,2,1,VVS1,3.18
0.74,4,2,VS2,3.18
0.91,5,1,SI1,3.18
0.72,2,1,VVS1,3.18
0.72,2,1,VVS2,3.179
0.72,2,2,VS2,3.179
0.81,3,2,SI1,3.179
0.72,2,2,VS2,3.179
1.5,3,1,I1,3.179
0.72,2,2,VS2,3.179
0.74,2,1,VS2,3.178
0.67,4,1,VVS1,3.178
0.7,4,2,VS1,3.177
0.74,2,2,VS2,3.177
0.72,2,2,SI2,3.176
0.9,3,1,SI1,3.176
0.77,2,1,VS1,3.176
0.7,2,2,VS2,3.176
0.9,4,1,SI1,3.176
0.7,3,2,VS1,3.175
0.7,2,1,VVS1,3.175
1,1,1,SI1,3.175
0.9,5,1,SI2,3.175
1.5,1,1,I1,3.175
0.71,4,2,VS1,3.175
0.7,5,2,VS1,3.175
0.9,5,1,VS1,3.175
0.9,2,1,VS1,3.175
0.92,5,1,SI2,3.174
0.8,2,2,SI2,3.173
1.1,5,1,SI2,3.173
1.1,1,1,SI2,3.173
1.3,2,1,SI2,3.172
0.7,2,1,VS2,3.172
0.84,1,2,VS2,3.172
1.3,5,1,I1,3.172
0.93,1,1,SI2,3.172
1.3,2,1,I1,3.172
0.7,2,2,VS2,3.172
0.79,2,2,SI1,3.171
0.74,2,2,VS2,3.171
0.83,4,1,SI1,3.171
0.83,2,1,VS2,3.171
0.78,2,1,VS2,3.171
0.83,2,1,SI1,3.171
0.75,2,1,SI1,3.171
1.9,1,2,SI2,3.17
0.76,2,2,SI1,3.17
0.74,5,2,VS1,3.17
0.74,2,2,VS1,3.17
0.74,2,2,VS1,3.17
0.92,4,1,SI1,3.17
0.74,2,2,VS1,3.17
0.75,2,2,SI1,3.17
0.92,2,1,SI1,3.17
0.91,4,1,SI2,3.169
0.79,2,2,SI1,3.169
0.77,2,2,SI1,3.169
1.8,2,2,I1,3.168
1.23,2,1,I1,3.168
1.1,1,1,SI2,3.167
0.79,2,1,SI1,3.167
0.85,2,2,SI1,3.167
0.7,2,1,IF,3.167
1.1,4,1,I1,3.167
0.7,2,2,VS1,3.167
1.1,5,1,I1,3.167
0.72,2,1,VS1,3.167
0.71,2,1,VVS1,3.167
0.72,5,2,VS1,3.167
0.73,3,2,VVS2,3.166
0.87,1,1,VS2,3.166
0.77,4,2,SI1,3.166
0.7,2,1,VVS1,3.165
0.92,5,1,SI1,3.165
1,1,1,SI2,3.164
0.73,2,1,VS2,3.164
0.73,2,1,VS2,3.164
0.74,3,2,VS2,3.163
0.74,3,2,VS2,3.163
0.9,3,1,VS2,3.162
0.9,3,1,SI2,3.162
0.7,2,2,VS1,3.162
0.76,4,2,VS2,3.162
0.71,2,2,VS2,3.161
0.71,5,2,VS2,3.161
0.63,2,2,VVS1,3.161
0.9,4,1,SI2,3.16
0.9,3,1,SI2,3.16
0.9,4,1,SI2,3.16
0.9,3,1,SI2,3.16
0.77,4,2,SI1,3.16
0.9,2,1,VS2,3.16
0.9,4,1,SI2,3.16
0.81,2,2,SI2,3.16
0.9,4,1,SI2,3.16
0.7,2,2,VVS2,3.16
0.9,4,1,SI2,3.16
0.82,5,2,SI2,3.159
0.78,2,2,VS2,3.159
0.8,4,1,VS1,3.158
0.77,2,2,SI1,3.158
0.64,2,2,VVS2,3.157
1.22,5,1,SI2,3.156
0.58,2,2,VVS1,3.154
0.7,4,2,VS1,3.154
0.7,2,2,VS1,3.154
0.73,2,1,VS2,3.154
0.77,2,1,VS2,3.154
0.7,2,2,VS1,3.154
0.7,4,2,VS1,3.154
0.95,4,1,SI1,3.154
0.8,2,2,SI2,3.154
0.92,3,2,SI2,3.153
0.83,4,1,VS1,3.153
0.71,2,2,VS2,3.153
0.8,2,1,VS2,3.153
0.9,3,2,SI2,3.153
0.77,4,1,VS1,3.152
0.75,2,2,SI1,3.152
0.72,2,2,VS2,3.151
0.75,5,2,VS2,3.15
0.75,2,2,VS2,3.15
0.88,4,2,SI2,3.15
1.3,1,1,SI2,3.149
1.3,5,1,SI2,3.149
1.3,3,1,SI2,3.149
0.91,3,1,SI2,3.149
0.77,2,1,VS1,3.148
1.2,2,1,VS2,3.148
0.7,3,2,VS1,3.148
0.7,3,2,VS1,3.148
0.73,3,2,VS1,3.146
0.71,2,1,IF,3.146
0.71,4,2,VS2,3.146
0.8,4,2,SI1,3.146
0.78,2,2,SI1,3.146
0.81,2,2,SI1,3.146
1.6,2,1,SI2,3.146
0.92,4,1,VS2,3.146
1,1,2,SI2,3.146
0.7,2,1,VS2,3.145
0.78,5,2,SI1,3.145
0.9,1,1,SI1,3.145
0.9,5,1,VS1,3.145
0.72,2,2,VS2,3.145
0.7,4,2,VS1,3.145
0.84,4,2,SI2,3.145
0.72,3,2,VVS2,3.145
0.7,2,1,SI1,3.145
0.7,2,1,VS2,3.145
0.9,1,1,SI1,3.145
0.9,4,1,VS2,3.145
0.71,2,2,VS2,3.145
0.74,5,1,VVS1,3.145
0.9,1,1,SI1,3.145
0.9,1,1,SI1,3.145
1.21,3,2,I1,3.144
0.8,4,1,VS1,3.144
0.83,2,2,SI2,3.143
0.68,4,1,IF,3.143
1,5,1,SI2,3.142
0.7,2,2,VS2,3.142
1.2,2,1,SI2,3.142
1,1,1,SI2,3.142
1,5,1,SI2,3.142
1,1,1,SI2,3.142
1.2,4,2,I1,3.141
1.2,5,1,I1,3.141
0.9,5,1,SI1,3.141
0.73,2,2,SI1,3.14
0.7,2,1,VS1,3.14
0.73,2,2,VS1,3.14
0.72,3,2,VS2,3.14
0.9,3,2,SI2,3.139
0.9,3,2,SI2,3.139
0.9,4,2,SI2,3.139
0.54,2,2,VVS1,3.139
0.72,2,1,VVS2,3.139
0.9,4,2,SI2,3.139
0.72,4,2,VS2,3.139
0.79,4,2,SI1,3.138
0.74,4,2,SI1,3.138
0.8,2,2,SI1,3.137
0.71,2,1,VVS1,3.137
1.1,4,1,SI1,3.137
0.71,2,2,VS2,3.137
0.72,5,1,VVS1,3.137
0.71,2,2,VS1,3.136
0.7,5,2,VVS2,3.136
0.8,5,1,VS2,3.136
1,5,1,SI2,3.136
1,5,2,I1,3.136
1,1,2,SI2,3.136
0.75,2,2,VS2,3.136
1,1,2,SI2,3.136
1,1,2,SI2,3.136
0.71,2,2,VS2,3.135
0.71,2,2,VS2,3.135
0.8,4,2,VS2,3.135
0.73,2,2,VS1,3.135
0.94,3,1,SI2,3.134
0.82,2,1,SI1,3.133
0.74,5,2,VS1,3.133
0.72,2,1,VS1,3.133
0.82,2,2,SI2,3.131
0.7,4,2,VS2,3.131
0.74,2,1,SI1,3.13
0.74,2,1,VVS2,3.13
0.74,2,1,SI1,3.13
0.75,2,2,SI2,3.129
0.7,2,2,VS2,3.129
0.97,3,1,VS2,3.129
0.71,2,2,SI1,3.128
0.7,4,1,VS1,3.127
1.13,3,1,I1,3.127
0.73,2,1,VVS2,3.127
0.73,2,1,VVS2,3.127
0.7,4,1,VS1,3.127
0.57,4,2,VVS1,3.126
0.57,2,2,VVS1,3.126
0.72,2,1,VVS2,3.126
0.94,3,2,SI2,3.125
0.93,5,1,VS2,3.125
0.9,3,1,SI1,3.125
0.52,2,2,VVS1,3.125
0.83,2,2,SI2,3.125
0.84,4,2,SI2,3.125
0.77,4,1,VS2,3.124
0.72,2,1,VVS1,3.124
0.71,2,2,VS2,3.123
0.82,2,1,SI1,3.123
0.7,2,1,VVS1,3.123
0.71,2,1,VS1,3.123
0.9,4,1,SI2,3.123
0.71,2,1,VS1,3.123
0.92,3,1,SI1,3.122
0.71,4,2,SI1,3.122
0.72,2,1,VS2,3.122
0.9,5,1,SI1,3.121
0.86,2,1,VS2,3.121
0.77,2,1,VS1,3.121
0.9,5,1,SI1,3.121
0.76,3,1,VS1,3.121
0.9,4,1,SI1,3.121
0.9,4,1,SI1,3.12
0.75,2,2,VS2,3.12
0.9,4,1,VS2,3.119
1.2,5,1,SI2,3.119
0.91,1,2,SI2,3.119
0.7,2,2,SI1,3.119
1.2,1,1,SI2,3.119
0.7,2,2,SI1,3.119
0.87,2,1,VS2,3.118
0.85,2,1,SI1,3.118
0.83,4,2,SI1,3.118
1.8,5,1,I1,3.118
0.92,1,2,SI1,3.117
0.71,2,2,VS2,3.116
0.9,3,2,SI2,3.116
0.8,3,2,VS1,3.116
0.86,4,1,SI1,3.115
0.9,3,1,SI2,3.115
0.84,5,2,SI1,3.115
0.7,3,2,VS2,3.115
0.9,3,1,SI2,3.114
0.93,2,1,SI2,3.114
0.77,2,1,VS2,3.114
0.9,4,1,SI2,3.114
0.76,2,1,VS2,3.114
0.9,3,1,SI2,3.114
0.71,4,1,VVS2,3.113
0.78,4,1,VS2,3.113
0.82,2,1,VS1,3.113
0.71,2,2,VS2,3.112
0.71,4,1,IF,3.112
0.71,4,2,VS1,3.112
0.91,4,1,VS2,3.112
0.79,5,2,SI1,3.112
0.76,4,2,VS2,3.111
0.8,2,1,VS1,3.111
1.1,3,1,SI2,3.111
1.1,3,1,I1,3.11
0.7,5,2,VVS1,3.19
0.7,4,2,VS1,3.19
0.81,2,2,SI1,3.19
0.77,2,2,SI1,3.18
0.75,5,2,VS2,3.18
0.74,5,2,VS2,3.18
0.7,2,2,VS1,3.17
0.81,5,1,VS1,3.17
0.76,5,2,VS2,3.17
0.9,3,1,VS2,3.17
0.79,3,2,SI1,3.17
0.7,3,2,VS1,3.17
0.79,2,2,SI1,3.17
0.76,5,2,VS2,3.17
0.78,2,1,VS1,3.15
0.9,1,1,SI2,3.15
0.9,4,1,SI2,3.15
1.52,3,2,I1,3.15
0.78,2,1,VS1,3.15
0.9,5,1,SI2,3.15
0.9,4,1,SI2,3.15
0.72,5,2,VVS2,3.15
1.52,3,2,I1,3.15
0.72,2,2,VS1,3.15
0.9,5,1,SI2,3.15
0.75,5,2,SI1,3.15
0.9,3,1,SI2,3.15
0.7,5,2,VVS2,3.15
0.9,2,1,VS2,3.15
0.9,4,1,SI2,3.15
0.7,5,1,VVS1,3.15
0.9,2,1,SI2,3.14
0.9,1,1,SI2,3.14
0.71,4,2,VVS1,3.14
0.9,1,1,SI2,3.14
0.81,4,1,VS1,3.14
0.66,2,2,VVS2,3.13
0.83,2,2,SI2,3.13
0.78,5,2,SI1,3.13
0.71,2,2,VS2,3.13
0.72,4,2,SI1,3.12
0.93,2,1,SI2,3.11
0.71,5,2,VS2,3.11
0.74,2,2,VVS2,3.11
0.81,2,2,SI2,3.11
0.9,4,1,SI2,3.99
0.72,2,2,VS2,3.99
0.94,5,1,SI2,3.99
1.29,3,1,I1,3.98
0.81,5,2,SI1,3.97
0.53,2,2,VVS1,3.97
0.81,2,1,SI1,3.97
0.52,2,2,VVS1,3.97
0.77,3,1,VVS1,3.96
0.71,4,2,VS2,3.96
0.71,4,2,VS2,3.96
0.91,5,2,SI2,3.96
0.81,4,1,SI1,3.95
0.94,5,2,SI2,3.95
0.71,2,1,VVS2,3.95
0.9,5,1,SI1,3.95
0.7,4,2,VS1,3.95
0.7,2,2,VS1,3.93
0.8,4,2,SI1,3.93
0.72,2,2,VVS2,3.93
0.7,2,2,VS2,3.92
0.7,2,2,VS2,3.92
0.7,4,2,VS2,3.92
1.2,5,1,I1,3.91
0.8,5,2,SI1,3.91
0.98,4,1,SI2,3.91
0.58,2,2,VVS1,3.9
0.71,2,2,VS1,3.9
0.71,5,2,VS1,3.9
0.79,5,2,VS2,3.89
0.73,2,1,SI1,3.89
0.77,2,1,SI1,3.89
0.73,2,1,SI1,3.89
0.73,2,1,SI1,3.89
0.73,2,1,SI1,3.89
1.1,3,1,SI2,3.88
1.1,4,1,SI2,3.88
0.74,2,2,VS2,3.87
0.7,3,2,VS2,3.87
0.91,4,1,SI1,3.87
0.7,3,2,VS2,3.87
0.7,3,2,VS2,3.87
0.76,2,2,SI1,3.87
0.84,5,2,SI2,3.86
0.75,2,2,VS1,3.86
0.75,4,2,SI1,3.85
0.9,5,2,SI2,3.84
0.61,2,2,VVS1,3.84
0.81,5,1,VS2,3.84
0.9,1,2,SI2,3.84
1.2,1,1,SI2,3.84
0.85,2,1,SI1,3.84
0.9,5,2,SI2,3.84
0.75,3,2,VS2,3.84
0.9,3,2,SI2,3.84
0.72,2,2,VS1,3.84
0.71,4,2,VS2,3.84
0.72,4,2,SI2,3.84
0.9,4,2,SI2,3.84
0.9,1,2,SI2,3.84
0.9,4,2,SI2,3.84
0.81,2,1,VS2,3.84
0.53,2,2,VVS1,3.84
0.72,4,2,VS1,3.83
1.1,5,1,SI2,3.83
0.71,5,2,VS1,3.82
0.86,5,1,VS2,3.82
0.91,4,1,SI1,3.82
0.6,2,2,VVS1,3.82
0.8,5,2,SI2,3.82
0.8,2,2,SI1,3.82
0.8,5,2,SI1,3.82
0.91,4,1,VS1,3.82
0.8,4,2,SI1,3.82
0.6,2,2,VVS1,3.82
0.7,3,2,VS2,3.82
0.79,2,2,SI1,3.81
0.71,2,2,VS1,3.81
0.79,4,2,SI2,3.81
0.75,2,2,VS2,3.81
1,5,1,SI2,3.8
1,4,2,I1,3.8
0.82,5,2,SI1,3.8
0.71,2,1,VS2,3.8
0.71,2,1,VS2,3.8
1,5,1,SI2,3.8
1,1,1,VS1,3.8
0.94,3,1,SI2,3.79
0.76,2,2,VS2,3.79
0.91,1,2,SI2,3.79
0.72,5,2,VS2,3.78
0.83,5,2,SI2,3.78
0.75,3,2,SI1,3.78
0.79,4,2,SI1,3.77
0.71,5,2,VS2,3.77
0.79,4,2,SI1,3.77
0.71,1,2,VS2,3.77
0.73,2,2,VS2,3.77
0.7,4,2,SI1,3.75
0.72,2,1,VVS1,3.75
0.71,4,2,SI2,3.75
0.76,2,2,SI1,3.75
0.76,2,1,VS2,3.75
0.79,2,2,SI1,3.75
0.72,4,2,VS2,3.75
0.9,1,1,VVS2,3.74
0.78,4,1,VS2,3.74
0.7,3,2,VS2,3.73
0.71,2,2,VS2,3.73
0.62,5,2,VVS1,3.73
0.75,2,1,VS2,3.73
0.7,2,1,VVS1,3.73
1.3,5,1,I1,3.73
0.79,4,2,SI1,3.73
0.7,4,1,VVS1,3.73
0.71,3,1,VVS1,3.72
0.82,2,1,VS1,3.71
0.8,4,1,SI1,3.71
0.85,4,1,VS2,3.7
0.92,3,1,SI2,3.7
0.8,4,1,SI1,3.7
0.8,4,2,SI2,3.7
0.7,2,2,VS2,3.68
0.7,4,2,VS1,3.68
0.9,3,1,SI2,3.67
0.78,2,2,SI1,3.67
0.73,4,2,VS2,3.66
0.8,2,2,SI2,3.66
0.85,4,2,SI2,3.66
0.77,2,1,VS1,3.66
0.71,2,2,VS1,3.66
0.8,2,2,SI2,3.66
0.71,2,2,VS1,3.66
0.72,4,2,VS2,3.65
0.7,2,1,VS1,3.65
0.65,2,1,IF,3.65
0.71,4,2,VS1,3.64
0.76,5,2,VS2,3.64
0.7,2,2,VS2,3.64
0.8,2,2,SI2,3.64
0.7,4,2,VS1,3.63
0.7,4,2,VS1,3.63
0.7,3,2,VS1,3.63
0.7,5,2,VVS2,3.62
0.71,5,2,VS2,3.62
0.9,1,2,SI2,3.62
0.71,1,1,VVS1,3.62
0.93,5,1,VS1,3.62
0.72,2,2,SI1,3.62
0.71,5,2,VS2,3.62
0.7,4,2,VS1,3.61
0.71,2,1,SI1,3.61
0.74,4,1,VVS1,3.61
0.9,4,1,SI1,3.61
0.91,3,1,SI2,3.61
0.71,4,2,VS1,3.61
0.9,3,1,SI2,3.6
1.3,4,1,I1,3.6
0.71,4,2,VS1,3.59
0.72,4,2,VS1,3.59
0.81,4,2,SI2,3.59
0.91,5,1,VS2,3.58
0.91,3,2,SI2,3.58
0.9,4,1,SI2,3.57
0.76,3,2,VS1,3.57
0.92,4,2,SI2,3.57
0.57,2,2,VVS1,3.57
0.82,1,1,SI1,3.57
0.9,3,1,SI2,3.57
0.65,4,2,VVS2,3.56
0.76,2,2,SI1,3.56
0.78,2,1,SI1,3.56
0.78,4,2,SI1,3.55
1.1,5,1,SI2,3.54
1.1,5,1,SI2,3.54
0.7,4,2,VS1,3.54
1.1,1,1,SI2,3.54
1.1,1,1,SI2,3.54
0.79,2,2,SI1,3.53
0.79,5,1,VS1,3.53
0.78,2,2,SI2,3.53
0.7,4,2,VS2,3.53
0.75,2,2,SI1,3.53
0.71,4,2,VS2,3.53
0.71,2,2,VS2,3.53
0.79,4,2,SI1,3.53
0.79,5,1,VS1,3.53
0.7,4,2,VS1,3.53
0.77,2,2,VS2,3.52
0.7,4,1,VVS2,3.52
0.7,4,2,VS2,3.52
1.3,1,1,SI1,3.52
0.66,4,1,IF,3.51
1.2,3,2,I1,3.51
0.81,2,2,SI2,3.5
0.8,4,2,SI1,3.5
0.76,2,1,SI1,3.5
0.62,4,2,VVS2,3.5
0.76,2,1,SI1,3.5
0.82,3,2,SI2,3.5
0.83,2,2,SI2,3.49
0.66,2,2,VVS2,3.49
0.75,2,2,SI1,3.49
0.75,4,2,SI1,3.48
0.72,4,2,VS1,3.48
0.72,3,2,VS1,3.48
0.72,5,1,IF,3.48
0.82,4,2,SI1,3.48
0.9,2,1,VS1,3.48
0.72,5,2,SI1,3.48
0.72,2,1,SI1,3.48
0.79,4,2,SI1,3.47
0.91,5,1,SI2,3.47
0.73,1,2,VS1,3.47
0.93,2,1,SI2,3.47
0.75,4,2,SI1,3.46
0.7,3,1,VVS2,3.46
0.71,4,2,VS2,3.45
0.71,4,2,VS1,3.45
1.14,2,1,SI1,3.45
0.71,4,2,VS1,3.45
0.75,2,2,SI1,3.45
0.72,5,2,VS2,3.45
0.78,4,2,SI1,3.45
0.83,2,1,SI1,3.44
0.77,4,2,SI1,3.44
0.81,2,1,SI1,3.43
0.72,4,1,VVS2,3.43
0.81,5,2,SI1,3.43
0.81,3,1,VS1,3.42
0.71,2,1,VVS2,3.42
0.71,2,2,VS1,3.41
0.73,2,1,VS1,3.41
0.92,5,1,SI2,3.4
0.77,4,2,SI1,3.4
0.7,1,2,VS1,3.39
0.7,4,1,VVS2,3.39
0.76,2,1,VS2,3.38
0.7,2,1,VS2,3.38
0.7,4,1,VVS1,3.37
0.72,2,2,SI1,3.37
0.78,2,2,SI1,3.36
0.8,4,1,VVS2,3.36
0.61,2,2,VVS2,3.36
0.74,2,2,VS2,3.36
0.74,5,2,SI1,3.36
0.72,2,1,VS1,3.35
0.72,4,2,VS2,3.35
0.78,2,2,SI1,3.35
0.71,2,2,VS2,3.35
0.71,2,2,SI1,3.35
0.7,2,1,VS1,3.34
0.91,3,1,SI2,3.34
0.91,2,1,SI2,3.34
0.7,3,2,VS2,3.33
0.7,3,2,VS2,3.33
0.92,1,1,VS2,3.33
0.91,5,1,SI1,3.33
0.71,4,2,VS2,3.33
0.7,4,2,VS2,3.33
0.76,2,2,SI1,3.33
0.52,2,2,IF,3.33
0.73,2,1,VS1,3.33
0.55,2,2,VVS1,3.32
1.1,4,1,SI2,3.32
0.72,5,1,VS1,3.32
1.1,3,2,I1,3.32
0.77,1,2,VS1,3.31
0.74,2,1,VS1,3.3
0.7,4,2,VVS2,3.28
0.83,2,1,VS2,3.27
0.77,3,1,VVS2,3.27
1,1,1,SI2,3.27
1.2,5,1,SI2,3.27
1.2,1,1,SI1,3.27
0.7,4,1,VS2,3.26
0.71,2,2,VS2,3.26
0.59,2,2,VVS2,3.26
0.65,4,2,VVS2,3.25
0.72,5,2,VS2,3.24
0.9,3,1,SI2,3.24
0.9,4,1,VS2,3.24
0.72,5,2,VS2,3.24
0.75,3,2,SI1,3.24
0.9,1,1,SI1,3.24
0.75,5,2,VS2,3.24
0.9,3,1,VS2,3.24
0.75,5,2,SI1,3.24
0.75,5,2,SI1,3.24
0.72,4,1,VS1,3.24
0.65,2,2,VVS2,3.23
0.85,2,1,SI1,3.23
0.78,5,2,SI1,3.19
0.93,5,1,SI2,3.19
1.2,4,2,SI2,3.18
0.7,3,2,VS1,3.18
0.7,5,2,VVS2,3.18
0.7,5,2,VVS2,3.18
0.71,2,2,VVS2,3.18
1.3,4,1,I1,3.18
0.77,5,2,VS2,3.18
0.72,2,1,VS2,3.18
1.12,5,1,I1,3.17
0.5,3,2,VVS2,3.17
0.7,2,1,VS1,3.17
0.7,4,1,VS1,3.17
0.71,4,2,VS1,3.17
1.12,4,1,I1,3.17
0.7,2,2,VS1,3.16
0.9,2,1,SI2,3.16
0.96,5,2,SI2,3.16
0.7,5,2,VS1,3.16
0.76,2,1,VS2,3.16
0.9,3,2,SI2,3.16
0.72,4,2,VS2,3.16
0.91,4,2,SI2,3.15
0.78,2,1,VVS2,3.15
0.81,2,2,SI2,3.15
0.84,4,1,SI2,3.15
1.1,5,1,I1,3.14
0.71,2,1,VVS1,3.14
0.78,2,2,SI1,3.14
0.73,4,2,SI1,3.14
0.9,3,1,SI2,3.14
0.9,5,2,SI1,3.13
0.75,5,2,VS2,3.13
0.81,2,2,SI2,3.13
0.71,2,2,VS1,3.13
0.71,4,2,VS1,3.13
0.8,4,2,SI1,3.13
0.72,2,2,SI1,3.12
0.82,2,2,SI2,3.12
0.78,4,1,VS2,3.12
0.72,2,2,SI1,3.12
1.2,1,1,I1,3.11
0.75,2,1,SI1,3.11
0.77,2,2,SI2,3.11
0.7,2,2,VS2,3.11
1,1,2,SI2,3.11
0.75,2,1,SI1,3.11
1,4,1,I1,3.11
0.7,2,2,VS2,3.11
1.2,1,1,I1,3.11
0.61,2,2,VVS2,3.11
1.2,1,1,I1,3.11
0.7,2,2,VS2,3.11
0.73,4,1,VS1,3.11
0.7,2,2,VS2,3.11
0.8,2,1,VS1,3.1
0.83,4,2,SI1,3.1
0.83,2,2,SI1,3.1
0.71,4,2,VS1,3.9
0.74,4,2,SI1,3.9
0.71,4,2,VS1,3.9
0.71,4,2,VS1,3.9
0.82,5,1,VS1,3.8
0.7,4,2,VS1,3.8
0.61,2,1,VVS1,3.8
0.7,2,2,VS2,3.8
0.71,2,1,SI1,3.7
0.7,5,2,VVS2,3.7
0.71,2,1,SI1,3.7
0.91,4,2,SI1,3.7
0.71,2,1,SI1,3.7
0.71,2,1,VVS2,3.7
0.76,2,2,SI1,3.7
0.71,2,1,SI1,3.7
0.71,2,1,VVS2,3.7
0.55,5,2,VVS1,3.6
0.91,4,1,SI2,3.6
0.71,4,2,VS1,3.6
0.91,4,1,SI2,3.6
0.8,4,1,SI1,3.5
0.75,4,2,SI1,3.5
0.55,2,2,VVS1,3.5
0.73,2,1,VVS1,3.5
0.72,2,1,VS1,3.5
0.81,5,2,SI1,3.4
0.7,2,1,VS1,3.4
0.72,2,2,SI1,3.4
0.92,5,2,SI2,3.4
0.78,2,1,SI1,3.4
0.81,2,2,SI1,3.4
0.76,2,2,SI1,3.3
1.1,1,2,SI2,3.3
0.65,5,2,VVS2,3.3
0.72,2,1,VVS2,3.2
0.89,3,1,SI2,3.2
0.75,4,1,VVS2,3.2
0.72,3,2,VS1,3.2
0.8,5,1,VS2,3.2
0.71,5,2,VS2,3.2
0.73,1,2,VS1,3.2
0.7,3,2,VS1,3.1
0.9,4,1,SI2,3.1
0.9,2,1,SI2,3.1
0.6,2,1,VVS1,3.1
0.7,5,2,VS1,3.1
0.9,5,1,SI2,3.1
0.72,4,2,SI1,3.1
0.7,4,2,VS1,3.1
0.77,2,2,SI1,3
0.93,3,1,VS2,3
0.7,5,1,VVS2,2.999
1.2,1,1,I1,2.999
0.74,5,2,VS1,2.999
0.73,4,1,VS1,2.999
0.71,2,2,SI1,2.999
0.74,5,2,VS1,2.999
0.7,5,1,VVS2,2.999
0.7,4,2,VS2,2.999
0.87,5,2,SI2,2.999
0.7,2,2,VS2,2.998
0.7,2,2,VS1,2.998
0.72,2,1,VS1,2.998
0.85,1,1,VS1,2.998
1.1,1,1,VVS2,2.998
0.72,2,1,SI1,2.997
0.74,2,1,VS2,2.997
0.88,4,1,VS1,2.996
0.91,1,2,SI2,2.996
0.77,2,2,SI1,2.996
0.7,2,1,VS1,2.995
0.73,2,2,SI1,2.995
0.81,5,2,SI2,2.994
0.81,4,1,VS2,2.994
0.71,4,1,VS1,2.994
1.24,5,1,I1,2.994
0.71,4,2,VS2,2.994
0.81,5,1,VS2,2.994
0.69,4,2,VVS2,2.993
0.75,2,2,SI1,2.993
0.75,4,2,SI1,2.993
0.7,2,2,VS1,2.993
0.72,2,2,SI1,2.993
0.87,4,1,SI2,2.993
1.1,1,1,SI1,2.993
1.6,1,1,SI2,2.992
0.7,4,2,VS2,2.992
0.75,2,1,VS2,2.991
0.7,2,2,VS2,2.991
0.76,4,1,VS2,2.99
0.57,3,2,VVS1,2.99
0.83,5,2,SI1,2.99
0.72,2,2,VS2,2.989
0.76,2,1,IF,2.988
0.6,4,2,IF,2.988
1.3,4,1,I1,2.988
0.77,5,2,SI1,2.988
0.7,2,1,VS1,2.987
0.74,2,2,SI1,2.987
0.84,2,1,SI2,2.986
0.8,2,1,VS1,2.986
0.77,4,1,VS1,2.986
0.82,2,1,VS1,2.986
0.7,4,2,VS2,2.985
0.82,5,1,VS1,2.985
0.75,2,2,SI1,2.985
0.74,2,2,VS2,2.984
0.9,4,1,VS2,2.984
0.71,5,2,VS2,2.982
0.9,3,2,SI2,2.982
0.71,4,1,VS1,2.982
0.71,2,1,VVS1,2.982
0.71,2,2,VS2,2.982
0.9,1,2,SI2,2.982
0.91,5,1,SI2,2.981
0.7,2,2,VS2,2.981
0.91,2,1,SI2,2.981
0.86,5,2,SI2,2.98
0.64,3,2,IF,2.98
0.7,3,2,SI1,2.98
0.72,2,1,VVS1,2.979
0.76,2,2,SI2,2.978
0.71,2,1,VVS2,2.978
0.8,2,2,SI2,2.978
0.71,4,1,VVS2,2.977
0.81,2,2,SI1,2.977
0.76,5,2,VS2,2.977
0.91,2,1,SI2,2.976
0.72,2,2,SI1,2.976
0.82,4,2,SI2,2.975
0.83,5,1,SI1,2.975
0.8,2,2,SI1,2.975
0.83,2,1,VS2,2.975
0.7,5,2,VVS2,2.975
0.7,4,2,VS1,2.975
0.77,5,2,SI1,2.975
1,1,2,SI2,2.974
0.71,2,1,VS2,2.974
0.9,3,1,SI1,2.974
